"university","career","inscription_date","name","gender","age","postal_code","email"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2019-12-13","JASON WOOD","M","1945-01-27","2305","FTHOMPSON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2021-03-27","RODNEY MERRITT","M","1934-10-24","3244","CHRISTOPHERCOLEMAN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2021-05-31","MARY CASTANEDA","F","1943-12-08","3020","VALERIEJACOBSON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2020-05-24","ALEXANDRA ANDERSON","F","1989-02-12","3057","ZACHARYGAY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2021-03-15","ANDREA LOWE","F","1910-02-11","6354","WILLIAMCLAY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2019-11-10","MRS. CYNTHIA SMITH","F","2006-10-10","8113","WESTSHANE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2019-12-12","JULIA PATEL","F","1995-01-15","9409","SHERIMOORE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2019-11-10","MATTHEW HICKMAN","M","1972-12-01","3733","STEVENGOMEZ@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2020-09-14","BRUCE JOHNSON","M","1919-02-19","8311","AARONCONNER@GMAIL.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2020-11-23","LEE JOHNSTON","M","1959-06-04","7220","HEATHER55@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2019-11-05","BRANDON KNAPP","M","1994-11-10","3366","LINDSEYSMITH@GMAIL.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2020-10-09","BLAKE THOMAS","M","1964-09-15","6457","ZWHITE@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-02-18","MICHEAL SANTIAGO","M","1919-02-16","9009","BLAKE69@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-02-13","PATRICIA DIXON","F","1999-11-29","9410","PETERSONJENNA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2020-04-09","REBECCA BATES","F","2005-07-09","3304","PATRICK94@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2021-05-22","WILLIE WHEELER","M","2017-09-19","1643","PATRICIAJORDAN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2021-02-11","CHARLES DENNIS","M","1980-01-23","8400","DREW14@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2020-06-18","CHAD MURPHY","M","1984-02-23","3405","BPOWELL@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2020-04-28","BRIAN CHAMBERS","M","1979-12-15","2107","STEPHENCOCHRAN@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2021-02-23","SHELLY SMITH","F","1930-01-25","5545","LLOYDAARON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN","2021-03-30","JACOB EVANS","M","1989-05-15","6201","MEYERREBECCA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-12-20","RYAN JIMENEZ","M","1942-02-09","6411","WILSONCARLA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2021-01-05","JUSTIN WOLFE","M","1977-06-21","3543","LORIMILLER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2020-09-22","LISA WELLS","F","1923-08-24","5435","KARENGREENE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2021-03-29","CHAD VAUGHN","M","2013-12-03","5460","BROWNKRISTI@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2021-05-15","AMBER BENSON","F","1948-10-28","9207","FGONZALEZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2019-12-31","WILLIAM TAYLOR","M","2019-06-22","6621","RAMIREZKATHERINE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2020-03-20","RICHARD CERVANTES","M","1978-11-18","7106","BESTREBECCA@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS BIOLÓGICAS","2019-12-02","KIMBERLY BOONE","F","1936-04-14","4144","JOHN70@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2019-12-23","SYDNEY SIMMONS","F","1959-11-04","6513","HRODRIGUEZ@GMAIL.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2021-11-16","DONALD ARMSTRONG","M","1983-12-04","3070","VALERIE62@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2021-11-11","JESSE HOLT","M","1958-08-08","4126","MARYBRUCE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2019-12-22","SAMANTHA KING","F","2002-07-27","4147","ZHAYDEN@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2020-07-30","DANIEL TYLER","M","1995-08-22","4700","DONSHAW@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2021-06-24","DENNIS REED","M","1966-04-18","7609","NMARQUEZ@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2021-09-24","MARVIN JONES","M","1950-02-20","5603","KELLY75@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2021-05-24","VINCENT OCONNOR","M","1998-07-21","6721","RUIZJOSEPH@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2021-10-09","DR. MARISSA ADKINS","F","1935-09-03","4117","JEFFREYRUSSELL@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2021-12-15","WILLIAM DENNIS","M","1991-05-17","3337","PRICELARRY@YAHOO.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2020-08-03","DIANE DYER","F","1983-03-27","5359","SHANE54@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2020-08-16","KIMBERLY LEE","F","1915-11-17","6106","DAVID44@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-06-21","THOMAS HERNANDEZ","M","1999-09-20","3308","AVILAAUDREY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2021-04-11","ALLEN HARRIS","M","1914-04-04","7000","RSCOTT@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2020-12-10","MICHAEL GONZALEZ","M","1996-12-17","6058","ASHELTON@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-06-17","KEVIN BARNES","M","2017-03-16","7305","ESIMMONS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2020-07-29","CONNOR WILLIAMS","M","1993-02-09","8151","MCDONALDCHRISTINA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2020-11-29","LOGAN CABRERA","M","1951-04-06","6628","JENNIFER57@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2020-11-17","NICOLE BRUCE","F","2006-08-16","7613","RODRIGUEZMITCHELL@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-01-20","TIMOTHY NELSON","M","2014-05-16","3281","JKENNEDY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2021-07-24","KRISTY WOODWARD","F","1914-04-03","8156","ISCHWARTZ@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2020-08-18","JULIA MARQUEZ","F","1918-01-08","1872","CARPENTERANGEL@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2020-06-10","TERESA HOFFMAN DDS","F","1926-10-02","2126","NEILANDERSON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2021-01-26","MICHAEL ADAMS","M","1946-09-16","3170","QJOHNSON@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2019-12-10","DIANA SIMMONS","F","1919-10-09","3218","LINDA11@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2020-09-01","ROBERT RAMOS","M","1912-04-28","2826","MARTHACURRY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2021-08-03","DAVID JENNINGS","M","1985-10-03","9305","MICHAEL24@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2021-02-22","KRISTIN CAIN","F","1987-05-24","1929","KRISTINACABRERA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-04-09","ANDREW CLARK","M","1991-06-12","6537","CHRISTINE43@GMAIL.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2021-01-25","CHERYL THOMPSON","F","1943-08-03","3185","JOSEPH95@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2020-09-25","JOSE CRUZ","M","1913-03-17","1653","JEFFERYLANE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2020-10-12","JENNIFER GONZALES","F","2011-08-31","7203","GEORGEWANG@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2020-07-26","LAURA LIN","F","1936-08-12","7265","RCLARK@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2021-07-25","MR. BOB BURKE","M","1976-06-10","2637","CJACKSON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2019-12-27","HAROLD EDWARDS","M","1973-11-04","4164","BLAKESARAH@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ACTUARIO ","2021-04-02","MICHAEL MONROE","M","1914-08-14","1852","AMY74@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2021-12-22","APRIL WILLIAMS","F","1988-01-10","2318","MONTOYAJENNIFER@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-04-06","COLIN HILL","M","1999-02-24","6213","SROSS@GMAIL.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2020-12-31","ANDREW MILLER","M","1945-03-19","1842","MATHEWSROBERT@GMAIL.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2021-03-17","ALYSSA WOOD","F","1994-12-06","3036","KELLEYJULIA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-10-19","MICHELE WELLS","F","2020-06-02","5443","ANNETTEWHITE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2019-10-24","LUIS MCCARTHY","M","1986-09-03","6315","ASHLEYGILL@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2019-11-25","SHANNON DAWSON","F","1920-04-21","1814","BILLY81@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2021-01-21","MELINDA BROWN","F","1946-03-19","7203","JOHNSONTONYA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS","2021-02-18","BRIAN RAMSEY","M","1952-04-25","5350","JOHN14@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2020-05-13","JAMES CABRERA","M","1982-01-31","1864","DARRENSANCHEZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2021-12-14","JILL THOMPSON","F","1927-03-20","4124","STEPHENSALEXANDRA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2019-12-16","TIFFANY ROGERS","F","1998-10-05","1778","WOLFLUIS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2019-12-16","MARK MORGAN","M","2017-05-11","3454","CURTIS71@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-08-16","MARC ORTIZ","M","1922-03-14","6453","KLOPEZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2021-12-10","LINDSAY CURRY","F","1917-12-31","3228","TERESAHENRY@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2020-07-12","SANDRA GALLAGHER","F","2009-09-10","5620","SMACK@GMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2021-06-07","PATRICIA THOMPSON","F","1945-08-25","5636","KELSEYMILLER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS GEOLÓGICAS","2020-02-22","JACQUELINE ROSS","F","2017-04-14","3543","LONGKATHRYN@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2019-11-26","WILLIAM RHODES","M","1930-08-27","7005","REBEKAHMCDANIEL@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2020-02-17","DARRELL MOORE","M","1942-10-09","4111","JOSHUADUKE@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2020-06-11","MICHAEL JAMES","M","1974-03-13","2124","MICHELLEJORDAN@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2021-10-02","MARK DUNN","M","1962-05-02","5304","EMILY33@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2019-12-13","TROY FORD","M","1997-06-11","7412","TOWNSENDJOSEPH@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO INDUSTRIAL","2021-07-24","CHRISTOPHER OLIVER","M","1972-04-13","6472","GARCIAARIEL@YAHOO.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2019-10-10","DR. ROBERT ROSALES DDS","M","1969-02-17","5419","ROSARIOOMAR@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2021-08-31","EMILY NICHOLS","F","1983-05-27","2345","SJONES@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2021-05-18","ANDREW WEAVER","M","1920-06-22","2820","BREWERBRUCE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2020-12-18","ANDREA GARCIA","F","1944-08-18","6007","WALSHCOURTNEY@YAHOO.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2021-06-12","JOSHUA CALDERON","M","1920-07-09","4514","KAREN26@YAHOO.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-11-02","ARIEL TAYLOR","F","2006-06-29","2701","CHRISTOPHER77@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-05-05","KAYLA WALSH","F","2010-01-17","2609","MWILLIAMS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2021-11-28","KENNETH POTTS","M","1971-05-21","2317","JONESJESSICA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2020-08-30","PHILIP KENT","M","1911-05-18","6001","WEAVERWHITNEY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2020-03-21","HEATHER DUFFY","F","2017-11-09","3232","JOSEPH45@YAHOO.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2020-11-21","BRIAN MITCHELL","M","1988-08-05","3045","RYANREED@GMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA ELECTRÓNICA","2020-12-04","ANDREA WALKER","F","1957-03-01","2801","DAVIDLEONARD@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2020-12-03","DANIELLE RUSSELL","F","1978-03-21","6537","ELIZABETHHODGE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ","2020-05-28","ANDREW WILSON","M","1971-09-11","2933","VORTIZ@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2020-12-24","KEVIN MILLER","M","1957-11-23","8117","RHONDA96@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2021-04-19","SEAN SINGLETON","M","1916-12-14","7100","ROBINSONSAVANNAH@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2020-09-15","EDGAR BARRETT","M","1918-12-10","4640","JAMESMONTGOMERY@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2019-11-22","PERRY HALL","M","1943-05-01","7519","ANTHONYNUNEZ@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2020-07-02","THOMAS WEBB DDS","M","2017-07-03","6620","ROBERTJACKSON@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2021-04-12","JEFF LUCAS","M","1910-06-03","3534","MENDOZATYLER@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2020-01-28","HECTOR WILLIAMS","M","1999-07-23","6200","CRAWFORDMEGAN@YAHOO.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2021-03-02","SONYA YANG","F","1988-10-08","5883","NGUYENDANNY@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ARTES","2021-04-03","ANTONIO WEISS","M","1959-06-14","6335","KJOYCE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIA POLÍTICA ","2019-12-11","AMANDA PERRY","F","1927-03-04","2808","AWHEELER@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2020-11-09","KATHRYN GILMORE","F","1940-05-04","2637","ZYU@YAHOO.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2020-04-27","ROBERT WILSON","M","1954-07-20","2105","TYRONE25@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2020-06-15","REGINALD BERNARD","M","1909-05-26","4561","HAMILTONMATHEW@YAHOO.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2021-03-05","JENNIFER JOHNSON","F","1939-11-24","1774","ANNE40@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN TERAPIA OCUPACIONAL","2019-12-19","JENNIFER LEE","F","1965-09-28","1727","GRIFFINKRISTINA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2020-12-19","NICOLE SANDERS","F","2011-06-21","6530","RENEE90@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-10-13","DAVE PATTERSON","M","1986-04-11","2175","JAMESLLOYD@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS AMBIENTALES","2020-12-06","ALLISON LOPEZ MD","F","1989-03-01","3048","LROGERS@YAHOO.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2020-02-02","DEANNA COWAN","F","2017-10-17","6663","GUTIERREZALICE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","MEDICINA","2019-12-09","JENNIFER MARTINEZ","F","1959-11-24","2905","MATTHEWPROCTOR@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE","2020-06-24","MARCUS DIAZ","M","1946-09-05","4134","DIXONSTEPHANIE@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS","2021-03-22","DANIEL ARROYO","M","1957-09-30","7500","MICHELLECAMPBELL@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN","2020-09-02","ALEXIS PRICE","F","1970-11-12","2216","THOMPSONVICTORIA@YAHOO.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2021-05-22","SAMUEL THOMPSON","M","2021-02-24","3620","CLYNCH@YAHOO.COM"
"UNIVERSIDAD DE FLORES","DISEÑO DE IMAGEN Y SONIDO","2019-12-24","MAKAYLA CARPENTER","F","2012-10-28","3353","PMITCHELL@GMAIL.COM"
"UNIVERSIDAD DE FLORES","CIENCIAS VETERINARIAS","2021-10-06","CHRISTOPHER THOMPSON","M","1986-03-30","3381","MICHELE04@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","TÉCNICO PARA BIOTERIOS ","2021-08-02","LISA HORTON","F","2021-07-22","2729","OWILLIAMS@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2021-06-17","MARK GRAHAM","M","1939-05-10","7541","CHRIS42@GMAIL.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2021-10-29","PHYLLIS CONWAY","F","1962-02-23","6269","GHERRERA@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN","2020-10-21","DANA VILLARREAL","F","1953-02-14","4101","BRIAN18@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2020-06-25","SHARON MARTINEZ","F","1936-01-06","5632","FLORESMONICA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","DISEÑO INDUSTRIAL","2020-05-24","CRYSTAL ALLEN","F","1980-10-28","6339","CHRISTOPHERYANG@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA MECÁNICA","2021-09-28","TERESA MARTINEZ","F","1950-11-27","2725","VICTORIA01@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA","2021-01-17","MICHAEL OROZCO","M","1967-07-13","6321","WOODJAMES@YAHOO.COM"
"UNIVERSIDAD DE FLORES","BIOQUÍMICA","2021-01-24","MELISSA ROLLINS","F","1936-06-17","1603","LANDRYTINA@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN GESTIÓN DE AGROALIMENTOS","2020-03-23","MARIA WILSON","F","1909-10-22","9303","MAYMELISSA@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","CONTADOR PÚBLICO ","2019-10-20","APRIL MARTINEZ","F","1926-01-29","6339","JACKSONKATIE@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN ADMINISTRACIÓN ","2021-04-25","NICOLE ADAMS","F","1997-07-08","3316","FRAZIERSCOTT@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN SOCIOLOGÍA ","2020-03-22","LISA RICHARDS","F","1927-06-22","6441","ROGERMCGRATH@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2021-03-20","KATHERINE BELL","F","1968-10-23","3254","RACHEL54@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN MUSICOTERAPIA","2021-01-30","ALEXANDRA HANCOCK","F","1950-12-13","5444","ASHLEY74@GMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN RELACIONES DEL TRABAJO ","2020-07-21","CRYSTAL VASQUEZ","F","1938-01-28","6643","PAULA07@YAHOO.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2021-12-23","ELIZABETH MORRISON","F","1965-02-03","1646","LAUREN95@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","ARQUITECTURA","2021-06-07","THOMAS LEE","M","2000-01-01","2915","TAYLORJOHNNY@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PSICOLOGÍA","2020-01-22","MRS. JASMINE CARTER","F","1936-11-03","5835","MATTHEWSTRICKLAND@GMAIL.COM"
"UNIVERSIDAD DE FLORES","AGRONOMÍA","2021-11-15","MONICA GIBBS","F","1925-05-20","9103","MEGANMILLER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","FARMACIA","2020-11-12","JENNIFER TORRES","F","1938-05-27","6315","IBAKER@YAHOO.COM"
"UNIVERSIDAD DE FLORES","LICENCIATURA EN PRODUCCIÓN DE BIOIMAGENES","2021-09-17","GARY GARCIA","M","1951-08-09","3137","DUNCANNICOLE@HOTMAIL.COM"
"UNIVERSIDAD DE FLORES","INGENIERÍA EN INFORMÁTICA","2021-11-24","AMY MORRIS","F","1939-02-11","1923","OCRAIG@GMAIL.COM"
